# x, y, f(x,y)
0.0000, 0.0000, 0.0223
0.0505, 0.0000, -0.0012
0.1010, 0.0000, 0.0437
0.1515, 0.0000, -0.0097
0.2020, 0.0000, -0.0376
0.2525, 0.0000, -0.0937
0.3030, 0.0000, 0.0252
0.3535, 0.0000, 0.0289
0.4040, 0.0000, -0.0193
0.4545, 0.0000, -0.0369
0.5051, 0.0000, 0.0346
0.5556, 0.0000, -0.0213
0.6061, 0.0000, 0.0167
0.6566, 0.0000, -0.0677
0.7071, 0.0000, 0.0535
0.7576, 0.0000, -0.0524
0.8081, 0.0000, 0.0264
0.8586, 0.0000, 0.0889
0.9091, 0.0000, 0.0899
0.9596, 0.0000, 0.0102
1.0101, 0.0000, 0.0424
1.0606, 0.0000, 0.0072
1.1111, 0.0000, 0.0671
1.1616, 0.0000, -0.0021
1.2121, 0.0000, -0.0504
1.2626, 0.0000, 0.0058
1.3131, 0.0000, 0.0032
1.3636, 0.0000, -0.0244
1.4141, 0.0000, 0.0181
1.4646, 0.0000, 0.0969
1.5152, 0.0000, -0.0034
1.5657, 0.0000, 0.0171
1.6162, 0.0000, -0.0649
1.6667, 0.0000, 0.0377
1.7172, 0.0000, -0.0297
1.7677, 0.0000, 0.0139
1.8182, 0.0000, -0.0487
1.8687, 0.0000, -0.0157
1.9192, 0.0000, 0.0847
1.9697, 0.0000, 0.0571
2.0202, 0.0000, 0.1000
2.0707, 0.0000, -0.0526
2.1212, 0.0000, -0.0104
2.1717, 0.0000, -0.0192
2.2222, 0.0000, 0.0029
2.2727, 0.0000, -0.0046
2.3232, 0.0000, -0.0245
2.3737, 0.0000, 0.0287
2.4242, 0.0000, -0.0616
2.4747, 0.0000, -0.0327
2.5253, 0.0000, -0.0142
2.5758, 0.0000, 0.0250
2.6263, 0.0000, 0.0499
2.6768, 0.0000, 0.0240
2.7273, 0.0000, 0.0104
2.7778, 0.0000, 0.0377
2.8283, 0.0000, 0.1000
2.8788, 0.0000, 0.0062
2.9293, 0.0000, -0.1000
2.9798, 0.0000, 0.0179
3.0303, 0.0000, 0.0164
3.0808, 0.0000, -0.0042
3.1313, 0.0000, -0.0385
3.1818, 0.0000, -0.0179
3.2323, 0.0000, 0.1000
3.2828, 0.0000, 0.0381
3.3333, 0.0000, -0.0288
3.3838, 0.0000, 0.0715
3.4343, 0.0000, -0.0282
3.4848, 0.0000, 0.0106
3.5354, 0.0000, 0.0223
3.5859, 0.0000, -0.0248
3.6364, 0.0000, -0.0034
3.6869, 0.0000, 0.0507
3.7374, 0.0000, 0.0447
3.7879, 0.0000, -0.0467
3.8384, 0.0000, -0.0512
3.8889, 0.0000, -0.0044
3.9394, 0.0000, 0.0014
3.9899, 0.0000, -0.0104
4.0404, 0.0000, 0.0202
4.0909, 0.0000, 0.0195
4.1414, 0.0000, 0.0152
4.1919, 0.0000, -0.0161
4.2424, 0.0000, -0.0892
4.2929, 0.0000, -0.0051
4.3434, 0.0000, -0.0181
4.3939, 0.0000, 0.0549
4.4444, 0.0000, -0.0324
4.4949, 0.0000, 0.0427
4.5455, 0.0000, -0.1000
4.5960, 0.0000, 0.0197
4.6465, 0.0000, 0.0898
4.6970, 0.0000, 0.0484
4.7475, 0.0000, 0.0085
4.7980, 0.0000, -0.0675
4.8485, 0.0000, -0.0412
4.8990, 0.0000, -0.1000
4.9495, 0.0000, -0.0310
5.0000, 0.0000, -0.0194
0.0000, 0.0505, -1.4014
0.0505, 0.0505, -0.5306
0.1010, 0.0505, -0.2722
0.1515, 0.0505, -0.2123
0.2020, 0.0505, -0.2323
0.2525, 0.0505, -0.0848
0.3030, 0.0505, -0.1082
0.3535, 0.0505, -0.0437
0.4040, 0.0505, -0.0257
0.4545, 0.0505, 0.0145
0.5051, 0.0505, -0.0248
0.5556, 0.0505, -0.0159
0.6061, 0.0505, -0.0394
0.6566, 0.0505, -0.0088
